,位置,地铁,小区,房屋户型,房屋朝向,月租金,楼层,面积
2179,浦东 源深,距地铁6号线源深体育中心816米,陆家嘴花园(一期),1室2厅1卫,南,8700,低楼层 (共25层),74.57平米
2180,浦东 杨东,暂无数据,凤凰家园,6室3厅3卫,南,20000,高楼层 (共6层),287.14平米
2181,浦东 周浦,暂无数据,信诚丽都苑,2室2厅1卫,南 北,4200,中楼层 (共6层),86平米
2182,浦东 北蔡,距地铁7号线锦绣路1028米,大华锦绣华城(十街区),2室1厅1卫,南,4500,高楼层 (共6层),56.55平米
2183,浦东 川沙,距地铁2号线川沙1025米,妙龙小区,3室1厅1卫,南,3600,中楼层 (共6层),73.28平米
2184,嘉定 嘉定老城,暂无数据,红土天阶,2室1厅1卫,南,3200,低楼层 (共17层),47平米
2185,松江 九亭,暂无数据,摩卡小城,3室2厅2卫,南,6800,中楼层 (共11层),127.22平米
2186,浦东 高行,暂无数据,幸福小镇(公寓),2室2厅1卫  整租,南,4500,中楼层 (共14层),97.72平米
2187,浦东 洋泾,距地铁6号线民生路575米,巨西小区,1室1厅1卫,南,5000,高楼层 (共6层),40.61平米
2188,黄浦 黄浦滨江,距地铁9号线小南门736米,上海滩花园,2室2厅1卫  整租,南,16000,中楼层 (共18层),108平米
2189,嘉定 嘉定老城,暂无数据,张马路38弄,3室1厅1卫,南,3300,低楼层 (共6层),82.84平米
2190,松江 松江大学城,暂无数据,保利西子湾,2室2厅1卫,南,5000,低楼层 (共18层),90.14平米
2191,闵行 梅陇,距地铁1号线外环路763米,罗阳七村(三洲花园),1室1厅1卫  整租,南,3500,低楼层 (共6层),42.55平米
2192,杨浦 新江湾城,距地铁10号线(新江湾城-虹桥火车站)三门路826米,尚浦名邸,3室2厅3卫,南,26500,中楼层 (共12层),197平米
2193,闵行 静安新城,距地铁9号线合川路931米,大上海国际花园十区,3室2厅1卫  整租,南,11000,低楼层 (共6层),98.18平米
2194,闵行 古美,距地铁1号线莲花路670米,南方新村,2室2厅1卫,南,5000,中楼层 (共6层),78.18平米
2195,青浦 赵巷,暂无数据,宝龙城市广场(青浦),3室1厅2卫,南,5500,中楼层 (共16层),76平米
2196,闸北 大宁,距地铁1号线中山北路416米,中山北路805弄,1室1厅1卫,南,3500,高楼层 (共6层),34.29平米
2197,普陀 真光,暂无数据,阳光威尼斯(二期),2室2厅1卫  整租,南,4800,低楼层 (共18层),91.33平米
2198,普陀 曹杨,距地铁3号线曹杨路531米,曹杨六村(兰溪园),2室1厅1卫,南,5500,中楼层 (共26层),61.56平米
2199,浦东 世博,距地铁7号线杨高南路244米,凯德嘉博名邸,2室1厅1卫,南,9000,低楼层 (共16层),91.96平米
2200,虹口 鲁迅公园,距地铁8号线曲阳路691米,欧四小区,1室0厅1卫,南,3600,中楼层 (共5层),29平米
2201,奉贤 海湾,暂无数据,海尚墅林苑,1室1厅1卫,南,1000,中楼层 (共17层),71平米
2202,闵行 颛桥,暂无数据,都市富苑,3室2厅1卫  整租,南,4580,低楼层 (共13层),97.72平米
2203,松江 佘山,暂无数据,绿地海珀佘山,2室1厅1卫,南 北,3000,中楼层 (共6层),68.51平米
2204,浦东 金杨,距地铁6号线云山路334米,名典苑,2室2厅1卫,南,6500,低楼层 (共11层),123平米
2205,闵行 莘庄,暂无数据,绿梅二村,2室1厅1卫  整租,南,4500,低楼层 (共6层),64平米
2206,浦东 张江,暂无数据,川杨新苑(一期),2室2厅1卫,南 北,5700,低楼层 (共13层),94平米
2207,嘉定 丰庄,暂无数据,嘉利坊,1室0厅1卫  整租,南,3500,低楼层 (共6层),34.38平米
2208,虹口 曲阳,暂无数据,巴林小区,2室1厅1卫,南,5300,中楼层 (共6层),54.4平米
2209,静安 南京西路,距地铁1号线汉中路777米,泰府名邸,2室2厅1卫  整租,南,18500,低楼层 (共32层),118.19平米
2210,闵行 颛桥,暂无数据,金榜星墅,5室2厅3卫  整租,南,12000,低楼层 (共3层),219.52平米
2211,长宁 天山,距地铁2号线威宁路931米,仁恒河滨花园,3室2厅2卫,南,32000,高楼层 (共31层),184.58平米
2212,松江 松江大学城,暂无数据,保利西子湾,2室2厅1卫,南,4200,高楼层 (共18层),89平米
2213,徐汇 徐家汇,距地铁1号线徐家汇662米,南天大楼,2室1厅1卫  整租,东南,9500,高楼层 (共23层),82.4平米
2214,普陀 曹杨,距地铁11号线(迪士尼-花桥)枫桥路257米,曹杨七村,2室0厅1卫,南,4500,低楼层 (共5层),45平米
2215,普陀 桃浦,暂无数据,同进理想城,2室2厅2卫  整租,南,4200,中楼层 (共9层),41.2平米
2216,浦东 高行,暂无数据,幸福小镇(公寓),2室2厅1卫  整租,南,4500,中楼层 (共14层),97.72平米
2217,浦东 洋泾,距地铁6号线民生路575米,巨西小区,1室1厅1卫,南,5000,高楼层 (共6层),40.61平米
2218,黄浦 黄浦滨江,距地铁9号线小南门736米,上海滩花园,2室2厅1卫  整租,南,16000,中楼层 (共18层),108平米
2219,嘉定 嘉定老城,暂无数据,张马路38弄,3室1厅1卫,南,3300,低楼层 (共6层),82.84平米
2220,松江 松江大学城,暂无数据,保利西子湾,2室2厅1卫,南,5000,低楼层 (共18层),90.14平米
2221,闵行 梅陇,距地铁1号线外环路763米,罗阳七村(三洲花园),1室1厅1卫  整租,南,3500,低楼层 (共6层),42.55平米
2222,杨浦 新江湾城,距地铁10号线(新江湾城-虹桥火车站)三门路826米,尚浦名邸,3室2厅3卫,南,26500,中楼层 (共12层),197平米
2223,闵行 静安新城,距地铁9号线合川路931米,大上海国际花园十区,3室2厅1卫  整租,南,11000,低楼层 (共6层),98.18平米
2224,闵行 古美,距地铁1号线莲花路670米,南方新村,2室2厅1卫,南,5000,中楼层 (共6层),78.18平米
2225,青浦 赵巷,暂无数据,宝龙城市广场(青浦),3室1厅2卫,南,5500,中楼层 (共16层),76平米
2226,闸北 大宁,距地铁1号线中山北路416米,中山北路805弄,1室1厅1卫,南,3500,高楼层 (共6层),34.29平米
2227,普陀 真光,暂无数据,阳光威尼斯(二期),2室2厅1卫  整租,南,4800,低楼层 (共18层),91.33平米
2228,普陀 曹杨,距地铁3号线曹杨路531米,曹杨六村(兰溪园),2室1厅1卫,南,5500,中楼层 (共26层),61.56平米
2229,浦东 世博,距地铁7号线杨高南路244米,凯德嘉博名邸,2室1厅1卫,南,9000,低楼层 (共16层),91.96平米
2230,虹口 鲁迅公园,距地铁8号线曲阳路691米,欧四小区,1室0厅1卫,南,3600,中楼层 (共5层),29平米
2231,奉贤 海湾,暂无数据,海尚墅林苑,1室1厅1卫,南,1000,中楼层 (共17层),71平米
2232,闵行 颛桥,暂无数据,都市富苑,3室2厅1卫  整租,南,4580,低楼层 (共13层),97.72平米
2233,松江 佘山,暂无数据,绿地海珀佘山,2室1厅1卫,南 北,3000,中楼层 (共6层),68.51平米
2234,浦东 金杨,距地铁6号线云山路334米,名典苑,2室2厅1卫,南,6500,低楼层 (共11层),123平米
2235,闵行 莘庄,暂无数据,绿梅二村,2室1厅1卫  整租,南,4500,低楼层 (共6层),64平米
2236,浦东 张江,暂无数据,川杨新苑(一期),2室2厅1卫,南 北,5700,低楼层 (共13层),94平米
2237,嘉定 丰庄,暂无数据,嘉利坊,1室0厅1卫  整租,南,3500,低楼层 (共6层),34.38平米
2238,虹口 曲阳,暂无数据,巴林小区,2室1厅1卫,南,5300,中楼层 (共6层),54.4平米
2239,静安 南京西路,距地铁1号线汉中路777米,泰府名邸,2室2厅1卫  整租,南,18500,低楼层 (共32层),118.19平米
2240,闵行 颛桥,暂无数据,金榜星墅,5室2厅3卫  整租,南,12000,低楼层 (共3层),219.52平米
2241,长宁 天山,距地铁2号线威宁路931米,仁恒河滨花园,3室2厅2卫,南,32000,高楼层 (共31层),184.58平米
2242,松江 松江大学城,暂无数据,保利西子湾,2室2厅1卫,南,4200,高楼层 (共18层),89平米
2243,徐汇 徐家汇,距地铁1号线徐家汇662米,南天大楼,2室1厅1卫  整租,东南,9500,高楼层 (共23层),82.4平米
2244,普陀 曹杨,距地铁11号线(迪士尼-花桥)枫桥路257米,曹杨七村,2室0厅1卫,南,4500,低楼层 (共5层),45平米
2245,普陀 桃浦,暂无数据,同进理想城,2室2厅2卫  整租,南,4200,中楼层 (共9层),41.2平米
2246,浦东 高行,暂无数据,幸福小镇(公寓),2室2厅1卫  整租,南,4500,中楼层 (共14层),97.72平米
2247,浦东 洋泾,距地铁6号线民生路575米,巨西小区,1室1厅1卫,南,5000,高楼层 (共6层),40.61平米
2248,黄浦 黄浦滨江,距地铁9号线小南门736米,上海滩花园,2室2厅1卫  整租,南,16000,中楼层 (共18层),108平米
2249,嘉定 嘉定老城,暂无数据,张马路38弄,3室1厅1卫,南,3300,低楼层 (共6层),82.84平米
2250,松江 松江大学城,暂无数据,保利西子湾,2室2厅1卫,南,5000,低楼层 (共18层),90.14平米
2251,闵行 梅陇,距地铁1号线外环路763米,罗阳七村(三洲花园),1室1厅1卫  整租,南,3500,低楼层 (共6层),42.55平米
2252,杨浦 新江湾城,距地铁10号线(新江湾城-虹桥火车站)三门路826米,尚浦名邸,3室2厅3卫,南,26500,中楼层 (共12层),197平米
2253,闵行 静安新城,距地铁9号线合川路931米,大上海国际花园十区,3室2厅1卫  整租,南,11000,低楼层 (共6层),98.18平米
2254,闵行 古美,距地铁1号线莲花路670米,南方新村,2室2厅1卫,南,5000,中楼层 (共6层),78.18平米
2255,青浦 赵巷,暂无数据,宝龙城市广场(青浦),3室1厅2卫,南,5500,中楼层 (共16层),76平米
2256,闸北 大宁,距地铁1号线中山北路416米,中山北路805弄,1室1厅1卫,南,3500,高楼层 (共6层),34.29平米
2257,普陀 真光,暂无数据,阳光威尼斯(二期),2室2厅1卫  整租,南,4800,低楼层 (共18层),91.33平米
2258,普陀 曹杨,距地铁3号线曹杨路531米,曹杨六村(兰溪园),2室1厅1卫,南,5500,中楼层 (共26层),61.56平米
2259,浦东 世博,距地铁7号线杨高南路244米,凯德嘉博名邸,2室1厅1卫,南,9000,低楼层 (共16层),91.96平米
2260,虹口 鲁迅公园,距地铁8号线曲阳路691米,欧四小区,1室0厅1卫,南,3600,中楼层 (共5层),29平米
2261,奉贤 海湾,暂无数据,海尚墅林苑,1室1厅1卫,南,1000,中楼层 (共17层),71平米
2262,闵行 颛桥,暂无数据,都市富苑,3室2厅1卫  整租,南,4580,低楼层 (共13层),97.72平米
2263,松江 佘山,暂无数据,绿地海珀佘山,2室1厅1卫,南 北,3000,中楼层 (共6层),68.51平米
2264,浦东 金杨,距地铁6号线云山路334米,名典苑,2室2厅1卫,南,6500,低楼层 (共11层),123平米
2265,闵行 莘庄,暂无数据,绿梅二村,2室1厅1卫  整租,南,4500,低楼层 (共6层),64平米
2266,浦东 张江,暂无数据,川杨新苑(一期),2室2厅1卫,南 北,5700,低楼层 (共13层),94平米
2267,嘉定 丰庄,暂无数据,嘉利坊,1室0厅1卫  整租,南,3500,低楼层 (共6层),34.38平米
2268,虹口 曲阳,暂无数据,巴林小区,2室1厅1卫,南,5300,中楼层 (共6层),54.4平米
2269,静安 南京西路,距地铁1号线汉中路777米,泰府名邸,2室2厅1卫  整租,南,18500,低楼层 (共32层),118.19平米
2270,闵行 颛桥,暂无数据,金榜星墅,5室2厅3卫  整租,南,12000,低楼层 (共3层),219.52平米
2271,长宁 天山,距地铁2号线威宁路931米,仁恒河滨花园,3室2厅2卫,南,32000,高楼层 (共31层),184.58平米
2272,松江 松江大学城,暂无数据,保利西子湾,2室2厅1卫,南,4200,高楼层 (共18层),89平米
2273,徐汇 徐家汇,距地铁1号线徐家汇662米,南天大楼,2室1厅1卫  整租,东南,9500,高楼层 (共23层),82.4平米
2274,普陀 曹杨,距地铁11号线(迪士尼-花桥)枫桥路257米,曹杨七村,2室0厅1卫,南,4500,低楼层 (共5层),45平米
2275,普陀 桃浦,暂无数据,同进理想城,2室2厅2卫  整租,南,4200,中楼层 (共9层),41.2平米
2276,浦东 高行,暂无数据,幸福小镇(公寓),2室2厅1卫  整租,南,4500,中楼层 (共14层),97.72平米
2277,浦东 洋泾,距地铁6号线民生路575米,巨西小区,1室1厅1卫,南,5000,高楼层 (共6层),40.61平米
2278,黄浦 黄浦滨江,距地铁9号线小南门736米,上海滩花园,2室2厅1卫  整租,南,16000,中楼层 (共18层),108平米
2279,嘉定 嘉定老城,暂无数据,张马路38弄,3室1厅1卫,南,3300,低楼层 (共6层),82.84平米
2280,松江 松江大学城,暂无数据,保利西子湾,2室2厅1卫,南,5000,低楼层 (共18层),90.14平米
2281,闵行 梅陇,距地铁1号线外环路763米,罗阳七村(三洲花园),1室1厅1卫  整租,南,3500,低楼层 (共6层),42.55平米
2282,杨浦 新江湾城,距地铁10号线(新江湾城-虹桥火车站)三门路826米,尚浦名邸,3室2厅3卫,南,26500,中楼层 (共12层),197平米
2283,闵行 静安新城,距地铁9号线合川路931米,大上海国际花园十区,3室2厅1卫  整租,南,11000,低楼层 (共6层),98.18平米
2284,闵行 古美,距地铁1号线莲花路670米,南方新村,2室2厅1卫,南,5000,中楼层 (共6层),78.18平米
2285,青浦 赵巷,暂无数据,宝龙城市广场(青浦),3室1厅2卫,南,5500,中楼层 (共16层),76平米
2286,闸北 大宁,距地铁1号线中山北路416米,中山北路805弄,1室1厅1卫,南,3500,高楼层 (共6层),34.29平米
2287,普陀 真光,暂无数据,阳光威尼斯(二期),2室2厅1卫  整租,南,4800,低楼层 (共18层),91.33平米
2288,普陀 曹杨,距地铁3号线曹杨路531米,曹杨六村(兰溪园),2室1厅1卫,南,5500,中楼层 (共26层),61.56平米
2289,浦东 世博,距地铁7号线杨高南路244米,凯德嘉博名邸,2室1厅1卫,南,9000,低楼层 (共16层),91.96平米
2290,虹口 鲁迅公园,距地铁8号线曲阳路691米,欧四小区,1室0厅1卫,南,3600,中楼层 (共5层),29平米
2291,奉贤 海湾,暂无数据,海尚墅林苑,1室1厅1卫,南,1000,中楼层 (共17层),71平米
2292,闵行 颛桥,暂无数据,都市富苑,3室2厅1卫  整租,南,4580,低楼层 (共13层),97.72平米
2293,松江 佘山,暂无数据,绿地海珀佘山,2室1厅1卫,南 北,3000,中楼层 (共6层),68.51平米
2294,浦东 金杨,距地铁6号线云山路334米,名典苑,2室2厅1卫,南,6500,低楼层 (共11层),123平米
2295,闵行 莘庄,暂无数据,绿梅二村,2室1厅1卫  整租,南,4500,低楼层 (共6层),64平米
2296,浦东 张江,暂无数据,川杨新苑(一期),2室2厅1卫,南 北,5700,低楼层 (共13层),94平米
2297,嘉定 丰庄,暂无数据,嘉利坊,1室0厅1卫  整租,南,3500,低楼层 (共6层),34.38平米
2298,虹口 曲阳,暂无数据,巴林小区,2室1厅1卫,南,5300,中楼层 (共6层),54.4平米
2299,静安 南京西路,距地铁1号线汉中路777米,泰府名邸,2室2厅1卫  整租,南,18500,低楼层 (共32层),118.19平米
2300,闵行 颛桥,暂无数据,金榜星墅,5室2厅3卫  整租,南,12000,低楼层 (共3层),219.52平米
2301,长宁 天山,距地铁2号线威宁路931米,仁恒河滨花园,3室2厅2卫,南,32000,高楼层 (共31层),184.58平米
2302,松江 松江大学城,暂无数据,保利西子湾,2室2厅1卫,南,4200,高楼层 (共18层),89平米
2303,徐汇 徐家汇,距地铁1号线徐家汇662米,南天大楼,2室1厅1卫  整租,东南,9500,高楼层 (共23层),82.4平米
2304,普陀 曹杨,距地铁11号线(迪士尼-花桥)枫桥路257米,曹杨七村,2室0厅1卫,南,4500,低楼层 (共5层),45平米
2305,普陀 桃浦,暂无数据,同进理想城,2室2厅2卫  整租,南,4200,中楼层 (共9层),41.2平米
2306,浦东 高行,暂无数据,幸福小镇(公寓),2室2厅1卫  整租,南,4500,中楼层 (共14层),97.72平米
2307,浦东 洋泾,距地铁6号线民生路575米,巨西小区,1室1厅1卫,南,5000,高楼层 (共6层),40.61平米
2308,黄浦 黄浦滨江,距地铁9号线小南门736米,上海滩花园,2室2厅1卫  整租,南,16000,中楼层 (共18层),108平米
2309,嘉定 嘉定老城,暂无数据,张马路38弄,3室1厅1卫,南,3300,低楼层 (共6层),82.84平米
2310,松江 松江大学城,暂无数据,保利西子湾,2室2厅1卫,南,5000,低楼层 (共18层),90.14平米
2311,闵行 梅陇,距地铁1号线外环路763米,罗阳七村(三洲花园),1室1厅1卫  整租,南,3500,低楼层 (共6层),42.55平米
2312,杨浦 新江湾城,距地铁10号线(新江湾城-虹桥火车站)三门路826米,尚浦名邸,3室2厅3卫,南,26500,中楼层 (共12层),197平米
2313,闵行 静安新城,距地铁9号线合川路931米,大上海国际花园十区,3室2厅1卫  整租,南,11000,低楼层 (共6层),98.18平米
2314,闵行 古美,距地铁1号线莲花路670米,南方新村,2室2厅1卫,南,5000,中楼层 (共6层),78.18平米
2315,青浦 赵巷,暂无数据,宝龙城市广场(青浦),3室1厅2卫,南,5500,中楼层 (共16层),76平米
2316,闸北 大宁,距地铁1号线中山北路416米,中山北路805弄,1室1厅1卫,南,3500,高楼层 (共6层),34.29平米
2317,普陀 真光,暂无数据,阳光威尼斯(二期),2室2厅1卫  整租,南,4800,低楼层 (共18层),91.33平米
2318,普陀 曹杨,距地铁3号线曹杨路531米,曹杨六村(兰溪园),2室1厅1卫,南,5500,中楼层 (共26层),61.56平米
2319,浦东 世博,距地铁7号线杨高南路244米,凯德嘉博名邸,2室1厅1卫,南,9000,低楼层 (共16层),91.96平米
2320,虹口 鲁迅公园,距地铁8号线曲阳路691米,欧四小区,1室0厅1卫,南,3600,中楼层 (共5层),29平米
2321,奉贤 海湾,暂无数据,海尚墅林苑,1室1厅1卫,南,1000,中楼层 (共17层),71平米
2322,闵行 颛桥,暂无数据,都市富苑,3室2厅1卫  整租,南,4580,低楼层 (共13层),97.72平米
2323,松江 佘山,暂无数据,绿地海珀佘山,2室1厅1卫,南 北,3000,中楼层 (共6层),68.51平米
2324,浦东 金杨,距地铁6号线云山路334米,名典苑,2室2厅1卫,南,6500,低楼层 (共11层),123平米
2325,闵行 莘庄,暂无数据,绿梅二村,2室1厅1卫  整租,南,4500,低楼层 (共6层),64平米
2326,浦东 张江,暂无数据,川杨新苑(一期),2室2厅1卫,南 北,5700,低楼层 (共13层),94平米
2327,嘉定 丰庄,暂无数据,嘉利坊,1室0厅1卫  整租,南,3500,低楼层 (共6层),34.38平米
2328,虹口 曲阳,暂无数据,巴林小区,2室1厅1卫,南,5300,中楼层 (共6层),54.4平米
2329,静安 南京西路,距地铁1号线汉中路777米,泰府名邸,2室2厅1卫  整租,南,18500,低楼层 (共32层),118.19平米
2330,闵行 颛桥,暂无数据,金榜星墅,5室2厅3卫  整租,南,12000,低楼层 (共3层),219.52平米
2331,长宁 天山,距地铁2号线威宁路931米,仁恒河滨花园,3室2厅2卫,南,32000,高楼层 (共31层),184.58平米
2332,松江 松江大学城,暂无数据,保利西子湾,2室2厅1卫,南,4200,高楼层 (共18层),89平米
2333,徐汇 徐家汇,距地铁1号线徐家汇662米,南天大楼,2室1厅1卫  整租,东南,9500,高楼层 (共23层),82.4平米
2334,普陀 曹杨,距地铁11号线(迪士尼-花桥)枫桥路257米,曹杨七村,2室0厅1卫,南,4500,低楼层 (共5层),45平米
